version,1.7.0
info,balls_per_over,6
info,team,Netherlands
info,team,England
info,gender,male
info,season,2022
info,date,2022/06/19
info,event,England tour of Netherlands
info,match_number,2
info,venue,"VRA Ground, Amstelveen"
info,city,Amstelveen
info,toss_winner,Netherlands
info,toss_decision,bat
info,player_of_match,JJ Roy
info,umpire,N Bathi
info,umpire,PR Reiffel
info,reserve_umpire,Adriaan van den Dries
info,tv_umpire,Rizwan Akram
info,match_referee,RB Richardson
info,winner,England
info,winner_wickets,6
info,player,Netherlands,Vikramjit Singh
info,player,Netherlands,MP O'Dowd
info,player,Netherlands,TLW Cooper
info,player,Netherlands,BFW de Leede
info,player,Netherlands,SA Edwards
info,player,Netherlands,AT Nidamanuru
info,player,Netherlands,LV van Beek
info,player,Netherlands,TJG Pringle
info,player,Netherlands,S Snater
info,player,Netherlands,A Dutt
info,player,Netherlands,VJ Kingma
info,player,England,JJ Roy
info,player,England,PD Salt
info,player,England,DJ Malan
info,player,England,EJG Morgan
info,player,England,LS Livingstone
info,player,England,MM Ali
info,player,England,JC Buttler
info,player,England,BA Carse
info,player,England,DJ Willey
info,player,England,AU Rashid
info,player,England,RJW Topley
info,registry,people,A Dutt,803dbf1d
info,registry,people,AT Nidamanuru,a319edf8
info,registry,people,AU Rashid,249d60c9
info,registry,people,Adriaan van den Dries,94b5ec3b
info,registry,people,BA Carse,cad40f5e
info,registry,people,BFW de Leede,fc4375ef
info,registry,people,DJ Malan,ad9c32a2
info,registry,people,DJ Willey,7f048519
info,registry,people,EJG Morgan,d2a6c0e6
info,registry,people,JC Buttler,99b75528
info,registry,people,JJ Roy,d1c36f5c
info,registry,people,LS Livingstone,50c6bc2b
info,registry,people,LV van Beek,782fb776
info,registry,people,MM Ali,bb351c23
info,registry,people,MP O'Dowd,b699df47
info,registry,people,N Bathi,96a0edf9
info,registry,people,PD Salt,3d284ca3
info,registry,people,PR Reiffel,c9354f29
info,registry,people,RB Richardson,410e2f12
info,registry,people,RJW Topley,8db7f47f
info,registry,people,Rizwan Akram,b5346f1e
info,registry,people,S Snater,a790df98
info,registry,people,SA Edwards,b59db04f
info,registry,people,TJG Pringle,8ce2080b
info,registry,people,TLW Cooper,2318ba22
info,registry,people,VJ Kingma,3a7ea906
info,registry,people,Vikramjit Singh,2a9eee66
ball,1,0.1,Netherlands,Vikramjit Singh,MP O'Dowd,DJ Willey,0,0,,,,,,"",""
ball,1,0.2,Netherlands,Vikramjit Singh,MP O'Dowd,DJ Willey,0,1,1,,,,,"",""
ball,1,0.3,Netherlands,Vikramjit Singh,MP O'Dowd,DJ Willey,0,0,,,,,,"",""
ball,1,0.4,Netherlands,Vikramjit Singh,MP O'Dowd,DJ Willey,0,0,,,,,,"",""
ball,1,0.5,Netherlands,Vikramjit Singh,MP O'Dowd,DJ Willey,0,0,,,,,,"",""
ball,1,0.6,Netherlands,Vikramjit Singh,MP O'Dowd,DJ Willey,1,0,,,,,,"",""
ball,1,0.7,Netherlands,MP O'Dowd,Vikramjit Singh,DJ Willey,3,0,,,,,,"",""
ball,1,1.1,Netherlands,MP O'Dowd,Vikramjit Singh,RJW Topley,0,0,,,,,,"",""
ball,1,1.2,Netherlands,MP O'Dowd,Vikramjit Singh,RJW Topley,0,0,,,,,,"",""
ball,1,1.3,Netherlands,MP O'Dowd,Vikramjit Singh,RJW Topley,1,0,,,,,,"",""
ball,1,1.4,Netherlands,Vikramjit Singh,MP O'Dowd,RJW Topley,0,0,,,,,,"",""
ball,1,1.5,Netherlands,Vikramjit Singh,MP O'Dowd,RJW Topley,0,0,,,,,,"",""
ball,1,1.6,Netherlands,Vikramjit Singh,MP O'Dowd,RJW Topley,1,0,,,,,,"",""
ball,1,2.1,Netherlands,Vikramjit Singh,MP O'Dowd,DJ Willey,0,0,,,,,,"",""
ball,1,2.2,Netherlands,Vikramjit Singh,MP O'Dowd,DJ Willey,2,0,,,,,,"",""
ball,1,2.3,Netherlands,Vikramjit Singh,MP O'Dowd,DJ Willey,0,0,,,,,,"",""
ball,1,2.4,Netherlands,Vikramjit Singh,MP O'Dowd,DJ Willey,0,0,,,,,,"",""
ball,1,2.5,Netherlands,Vikramjit Singh,MP O'Dowd,DJ Willey,0,0,,,,,,"",""
ball,1,2.6,Netherlands,Vikramjit Singh,MP O'Dowd,DJ Willey,0,0,,,,,,"",""
ball,1,3.1,Netherlands,MP O'Dowd,Vikramjit Singh,RJW Topley,1,0,,,,,,"",""
ball,1,3.2,Netherlands,Vikramjit Singh,MP O'Dowd,RJW Topley,0,0,,,,,,"",""
